,Difficulty_Level,Key,Link,Range,Tempo,Time_Signature,Title,,,
1109,intermediate,B-flat major,/tunes/marcello-recorder-sonata-in-b-flat-major-op2-no7-i-largo.pdf,"('Bb', '4', 'C', '6')",48 BPM,8-Dec,Largo Recorder Sonata No. 7 in B-flat major,Bbm,8,/tunes/marcello-recorder-sonata-in-b-flat-major-op2-no7-i-largo
1705,easy,B-flat major,/tunes/vivaldi-concerto-in-d-minor-ii-largo.pdf,"('G', '4', 'G', '5')",72 BPM,4-Mar,Largo Concerto in D minor,Bbm,8,/tunes/vivaldi-concerto-in-d-minor-ii-largo
1476,easy,B-flat major,/tunes/loeillet-de-gant-op5-no10-iii-largo.pdf,"('F', '4', 'Bb', '5')",56 BPM,2-Mar,Largo Sonata for Two Flutes No. 10 in G minor,Bbm,8,/tunes/loeillet-de-gant-op5-no10-iii-largo
2791,easy,B-flat major,/tunes/telemann-partita-no1-v-largo.pdf,"('E\xe2\x99\xae', '4', 'Bb', '5')",58 BPM,4-Mar,Largo Partita No. 1,Bbm,8,/tunes/telemann-partita-no1-v-largo
1993,intermediate,B-flat major,/tunes/burgmuller-op100-le-courant-limpide.pdf,"('C', '4', 'Bb', '6')",152 BPM,4-Apr,Le courant limpide 25 Ã‰tudes faciles et progressives,Bbm,8,/tunes/burgmuller-op100-le-courant-limpide
587,intermediate,B-flat major,/tunes/verdi-la-traviata-libiamo-ne-lieti-calici.pdf,"('F', '4', 'G', '5')",69 BPM,8-Mar,Libiamo ne' lieti calici La traviata,Bbm,8,/tunes/verdi-la-traviata-libiamo-ne-lieti-calici
1177,easy,B-flat major,/tunes/lough-ernes-shore.pdf,"('G', '4', 'D', '6')",108 BPM,4-Mar,Lough Erne's Shore,Bbm,8,/tunes/lough-ernes-shore
706,intermediate,B-flat major,/tunes/sullivan-the-pirates-of-penzance-major-generals-song.pdf,"('F', '4', 'C', '6')",208 BPM,4-Apr,Major-General's Song The Pirates of Penzance,Bbm,8,/tunes/sullivan-the-pirates-of-penzance-major-generals-song
2399,intermediate,B-flat major,/tunes/manhattan-hornpipe.pdf,"('D', '4', 'Bb', '5')",100 BPM,4-Feb,Manhattan Hornpipe,Bbm,8,/tunes/manhattan-hornpipe
1012,easy,B-flat major,/tunes/marcha-real.pdf,"('F', '4', 'Bb', '5')",76 BPM,4-Apr,Marcha Real,Bbm,8,/tunes/marcha-real
1568,easy,B-flat major,/tunes/marching-through-georgia.pdf,"('D', '4', 'F', '5')",112 BPM,4-Apr,Marching Through Georgia,Bbm,8,/tunes/marching-through-georgia
1142,easy,B-flat major,/tunes/marcello-recorder-sonata-in-b-flat-major-op2-no7-v-minuet.pdf,"('F', '4', 'C', '6')",160 BPM,8-Mar,Minuet Recorder Sonata No. 7 in B-flat major,Bbm,8,/tunes/marcello-recorder-sonata-in-b-flat-major-op2-no7-v-minuet
2621,easy,B-flat major,/tunes/miss-mary-douglas-jig.pdf,"('D', '4', 'Bb', '5')",112 BPM,8-Jun,Miss Mary Douglas,Bbm,8,/tunes/miss-mary-douglas-jig
756,intermediate,B-flat major,/tunes/national-anthem-of-brazil.pdf,"('E\xe2\x99\xae', '4', 'Eb', '6')",120 BPM,4-Apr,National Anthem of Brazil,Bbm,8,/tunes/national-anthem-of-brazil
214,easy,B-flat major,/tunes/nothing-but-the-blood.pdf,"('Bb', '4', 'F', '5')",120 BPM,4-Apr,Nothing but the Blood,Bbm,8,/tunes/nothing-but-the-blood
1167,intermediate,B-flat major,/tunes/bach-peasant-cantata-now-let-use-the-bagpipes-sound.pdf,"('F', '4', 'Eb', '6')",136 BPM,4-Apr,Now Let Us the Bagpipes Sound Mer hahn en neue Oberkeet,Bbm,8,/tunes/bach-peasant-cantata-now-let-use-the-bagpipes-sound
1399,easy,B-flat major,/tunes/o-alte-burschenherrlichkeit.pdf,"('Bb', '4', 'C', '6')",120 BPM,4-Apr,O alte Burschenherrlichkeit,Bbm,8,/tunes/o-alte-burschenherrlichkeit
797,intermediate,B-flat major,/tunes/mozart-the-magic-flute-o-zittre-nicht-mein-lieber-sohn.pdf,"('D', '4', 'F', '6')",116 BPM,4-Apr,"O zittre nicht, mein lieber Sohn The Magic Flute",Bbm,8,/tunes/mozart-the-magic-flute-o-zittre-nicht-mein-lieber-sohn
750,intermediate,B-flat major,/tunes/sullivan-the-yeoman-of-the-guard-oh-a-private-buffoon.pdf,"('F', '4', 'G', '5')",112 BPM,8-Jun,Oh! a Private Buffoon is a Light-Hearted Loon The Yeoman of the Guard,Bbm,8,/tunes/sullivan-the-yeoman-of-the-guard-oh-a-private-buffoon
368,easy,B-flat major,/tunes/samaras-olympic-hymn.pdf,"('F', '4', 'Bb', '5')",104 BPM,4-Apr,Olympic Hymn,Bbm,8,/tunes/samaras-olympic-hymn
1734,easy,B-flat major,/tunes/over-there.pdf,"('F', '4', 'F', '5')",120 BPM,4-Feb,Over There,Bbm,8,/tunes/over-there
1049,intermediate,B-flat major,/tunes/tchaikovsky-the-nutcracker-overture-miniature.pdf,"('D', '4', 'Bb', '6')",108 BPM,4-Feb,Overture Miniature The Nutcracker Suite,Bbm,8,/tunes/tchaikovsky-the-nutcracker-overture-miniature
329,advanced,B-flat major,/tunes/mouquet-la-flute-de-pan-pan-et-les-oiseaux.pdf,"('C', '4', 'Bb', '6')",63 BPM,4-Apr,Pan et les Oiseaux La FlÃ»te de Pan,Bbm,8,/tunes/mouquet-la-flute-de-pan-pan-et-les-oiseaux
2427,easy,B-flat major,/tunes/das-panzerlied.pdf,"('Bb', '4', 'Eb', '6')",120 BPM,4-Apr,Panzerlied,Bbm,8,/tunes/das-panzerlied
551,intermediate,B-flat major,/tunes/faure-requiem-pie-jesu.pdf,"('Eb', '4', 'F', '5')",44 BPM,4-Apr,Pie Jesu Requiem,Bbm,8,/tunes/faure-requiem-pie-jesu
1750,easy,B-flat major,/tunes/portsmouth-rout.pdf,"('E\xe2\x99\xae', '4', 'Bb', '5')",100 BPM,8-Jun,Portsmouth Rout,Bbm,8,/tunes/portsmouth-rout
2128,intermediate,B-flat major,/tunes/boismortier-op-22-no47-prelude.pdf,"('D', '4', 'D', '6')",120 BPM,4-Mar,PrÃ©lude in B-flat major 55 Easy Pieces,Bbm,8,/tunes/boismortier-op-22-no47-prelude
2767,intermediate,B-flat major,/tunes/telemann-partita-no1-ii-presto.pdf,"('F', '4', 'Bb', '5')",192 BPM,4-Apr,Presto Partita No. 1,Bbm,8,/tunes/telemann-partita-no1-ii-presto
1503,intermediate,B-flat major,/tunes/albinoni-trattenimenti-armonici-no3-iv-presto.pdf,"('D', '4', 'F', '6')",100 BPM,8-Jun,"Presto Trattenimenti armonici, Sonata No. 3 in B-flat major",Bbm,8,/tunes/albinoni-trattenimenti-armonici-no3-iv-presto
42,intermediate,B-flat major,/tunes/mussorgsky-pictures-at-an-exhibition-promenade.pdf,"('C', '4', 'C', '6')",80 BPM,4-Jun,Promenade Pictures at an Exhibition,Bbm,8,/tunes/mussorgsky-pictures-at-an-exhibition-promenade
2946,intermediate,B-flat major,/tunes/stamitz-clarinet-concerto-no3-rondo.pdf,"('C', '4', 'C', '6')",88 BPM,8-Jun,Rondo Clarinet Concerto No. 3 in B-flat major,Bbm,8,/tunes/stamitz-clarinet-concerto-no3-rondo
2064,intermediate,B-flat major,/tunes/mendelssohn-ein-sommernachtstraum-scherzo.pdf,"('C#', '4', 'G', '6')",80 BPM,8-Mar,Scherzo A Midsummer Night's Dream,Bbm,8,/tunes/mendelssohn-ein-sommernachtstraum-scherzo
2610,intermediate,B-flat major,/tunes/schubert-scherzo-no1-in-b-flat-major.pdf,"('C', '4', 'G', '6')",132 BPM,4-Mar,"Scherzo No. 1 in B-flat major 2 Scherzos, D.593",Bbm,8,/tunes/schubert-scherzo-no1-in-b-flat-major
79,intermediate,B-flat major,/tunes/bach-sheep-may-safely-graze.pdf,"('F', '4', 'Ab', '5')",56 BPM,4-Apr,"Sheep May Safely Graze Was mir behagt, ist nur die muntre Jagd",Bbm,8,/tunes/bach-sheep-may-safely-graze
1028,intermediate,B-flat major,/tunes/bach-sonata-no1-for-solo-violin-siciliano.pdf,"('C', '4', 'D', '6')",60 BPM,8-Dec,Siciliano Violin Sonata No. 1,Bbm,8,/tunes/bach-sonata-no1-for-solo-violin-siciliano
979,easy,B-flat major,/tunes/telemann-canonic-sonata-no6-soave.pdf,"('E\xe2\x99\xae', '4', 'D', '6')",40 BPM,8-Dec,"Soave Six Canonic Sonatas for Two Flutes, No. 6",Bbm,8,/tunes/telemann-canonic-sonata-no6-soave
946,easy,B-flat major,/tunes/standing-on-the-promises.pdf,"('D', '4', 'Eb', '5')",104 BPM,4-Apr,Standing on the Promises,Bbm,8,/tunes/standing-on-the-promises
1383,easy,B-flat major,/tunes/student-sein.pdf,"('D', '4', 'F', '5')",112 BPM,4-Apr,Student sein,Bbm,8,/tunes/student-sein
2207,intermediate,B-flat major,/tunes/andersen-18-etudes-op41-no13.pdf,"('C', '4', 'G', '6')",108 BPM,4-Feb,Study No. 13 in B-flat major 18 Etudes for Flute,Bbm,8,/tunes/andersen-18-etudes-op41-no13
1525,easy,B-flat major,/tunes/gariboldi-thirty-easy-and-progressive-studies-no13.pdf,"('C', '4', 'F', '6')",63 BPM,8-Dec,Study No. 13 in B-flat major Thirty Easy and Progressive Studies,Bbm,8,/tunes/gariboldi-thirty-easy-and-progressive-studies-no13
1691,advanced,B-flat major,/tunes/karg-elert-30-studies-for-flute-solo-no15.pdf,"('C#', '4', 'A', '6')",108 BPM,16-Jun,Study No. 15 in B-flat major 30 Studies for Flute Solo,Bbm,8,/tunes/karg-elert-30-studies-for-flute-solo-no15
2211,intermediate,B-flat major,/tunes/demersseman-op4-no15.pdf,"('Bb', '4', 'Bb', '6')",132 BPM,4-Mar,Study No. 15 in B-flat major 50 Etudes mÃ©lodiques,Bbm,8,/tunes/demersseman-op4-no15
2988,intermediate,B-flat major,/tunes/andersen-24-etudes-op30-no21.pdf,"('D', '4', 'Bb', '6')",96 BPM,4-Apr,"Study No. 21 in B-flat major 24 Etudes for Flute, Op. 30",Bbm,8,/tunes/andersen-24-etudes-op30-no21
1497,intermediate,B-flat major,/tunes/andersen-24-etudes-op33-no21.pdf,"('F', '4', 'F', '6')",100 BPM,4-Apr,"Study No. 21 in B-flat major 24 Etudes for Flute, Op. 33",Bbm,8,/tunes/andersen-24-etudes-op33-no21
1619,intermediate,B-flat major,/tunes/gariboldi-thirty-easy-and-progressive-studies-no24.pdf,"('D', '4', 'G', '6')",72 BPM,8-Jun,Study No. 24 in B-flat major Thirty Easy and Progressive Studies,Bbm,8,/tunes/gariboldi-thirty-easy-and-progressive-studies-no24
2446,intermediate,B-flat major,/tunes/drouet-72-studies-for-the-boehm-flute-no24.pdf,"('D', '4', 'G', '6')",88 BPM,4-Feb,Study No. 24 in B-flat major 72 Studies for the Boehm Flute,Bbm,8,/tunes/drouet-72-studies-for-the-boehm-flute-no24
2284,intermediate,B-flat major,/tunes/demersseman-op4-no24.pdf,"('F', '4', 'Bb', '6')",88 BPM,4-Mar,Study No. 24 in B-flat major 50 Etudes mÃ©lodiques,Bbm,8,/tunes/demersseman-op4-no24
2113,intermediate,B-flat major,/tunes/demersseman-op4-no3.pdf,"('A', '4', 'Ab', '6')",108 BPM,4-Mar,Study No. 3 in B-flat major 50 Etudes mÃ©lodiques,Bbm,8,/tunes/demersseman-op4-no3
2575,intermediate,B-flat major,/tunes/drouet-72-studies-for-the-boehm-flute-no41.pdf,"('C', '4', 'F', '6')",92 BPM,4-Apr,Study No. 41 in B-flat major 72 Studies for the Boehm Flute,Bbm,8,/tunes/drouet-72-studies-for-the-boehm-flute-no41
2854,intermediate,B-flat major,/tunes/boehm-24-caprice-etudes-op26-no5.pdf,"('C', '4', 'A', '6')",72 BPM,4-Mar,Study No. 5 in B-flat major 24 Caprice-Etudes,Bbm,8,/tunes/boehm-24-caprice-etudes-op26-no5
2870,intermediate,B-flat major,/tunes/drouet-methode-pour-la-flute-study-no5.pdf,"('D', '4', 'Eb', '6')",100 BPM,4-Apr,Study No. 5 in B-flat major MÃ©thode pour la flÃ»te,Bbm,8,/tunes/drouet-methode-pour-la-flute-study-no5
2506,intermediate,B-flat major,/tunes/boehm-24-etudes-op37-no5.pdf,"('D', '4', 'Bb', '6')",100 BPM,4-Feb,Study No. 5 in B-flat major 24 Etudes,Bbm,8,/tunes/boehm-24-etudes-op37-no5
1269,intermediate,B-flat major,/tunes/berbiguier-18-exercises-no5.pdf,"('D', '4', 'G', '6')",116 BPM,4-Apr,Study No. 5 in B-flat major 18 Exercises or Etudes for Flute,Bbm,8,/tunes/berbiguier-18-exercises-no5
2697,intermediate,B-flat major,/tunes/drouet-72-studies-for-the-boehm-flute-no52.pdf,"('C', '4', 'G', '6')",72 BPM,8-Jun,Study No. 52 in B-flat major 72 Studies for the Boehm Flute,Bbm,8,/tunes/drouet-72-studies-for-the-boehm-flute-no52
1249,intermediate,B-flat major,/tunes/kohler-op93-no1-study-no6-in-b-flat-major.pdf,"('F', '4', 'Bb', '6')",96 BPM,4-Mar,"Study No. 6 in B-flat major 20 Easy Melodic Progressive Exercises, Book 1",Bbm,8,/tunes/kohler-op93-no1-study-no6-in-b-flat-major
2362,intermediate,B-flat major,/tunes/gariboldi-vingt-etudes-chantantes-op88-no7.pdf,"('F', '4', 'G', '6')",132 BPM,4-Feb,Study No. 7 in B-flat major Vingt Ã©tudes chantantes pour la flÃ»te,Bbm,8,/tunes/gariboldi-vingt-etudes-chantantes-op88-no7
2841,intermediate,B-flat major,/tunes/drouet-72-studies-for-the-boehm-flute-no70.pdf,"('C', '4', 'G', '6')",100 BPM,4-Mar,Study No. 70 in B-flat major 72 Studies for the Boehm Flute,Bbm,8,/tunes/drouet-72-studies-for-the-boehm-flute-no70
1828,intermediate,B-flat major,/tunes/kummer-op129-no8.pdf,"('C', '4', 'Bb', '6')",66 BPM,8-Dec,Study No. 8 in B-flat major 32 Etudes amusantes et instructives,Bbm,8,/tunes/kummer-op129-no8
957,intermediate,B-flat major,/tunes/kohler-op33-no1-study-no8-in-b-flat-major.pdf,"('D', '4', 'F', '6')",96 BPM,4-Mar,"Study No. 8 in B-flat major Progress in Flute Playing, Book 1",Bbm,8,/tunes/kohler-op33-no1-study-no8-in-b-flat-major
1071,intermediate,B-flat major,/tunes/gariboldi-twenty-studies-no9.pdf,"('F', '4', 'F', '6')",180 BPM,8-Mar,Study No. 9 in B-flat major Twenty Studies,Bbm,8,/tunes/gariboldi-twenty-studies-no9
1848,intermediate,B-flat major,/tunes/gariboldi-etudes-mignonnes-no9.pdf,"('E\xe2\x99\xae', '4', 'F', '6')",108 BPM,4-Feb,Study No. 9 in B-flat major Etudes mignonnes,Bbm,8,/tunes/gariboldi-etudes-mignonnes-no9
1485,easy,B-flat major,/tunes/gariboldi-thirty-easy-and-progressive-studies-no9.pdf,"('D', '4', 'D', '6')",112 BPM,4-Feb,Study No. 9 in B-flat major Thirty Easy and Progressive Studies,Bbm,8,/tunes/gariboldi-thirty-easy-and-progressive-studies-no9
519,intermediate,B-flat major,/tunes/joplin-sugar-cane.pdf,"('D', '4', 'Bb', '6')",100 BPM,4-Feb,Sugar Cane,Bbm,8,/tunes/joplin-sugar-cane
1286,easy,B-flat major,/tunes/sussex-by-the-sea.pdf,"('Bb', '4', 'D', '6')",126 BPM,4-Apr,Sussex by the Sea,Bbm,8,/tunes/sussex-by-the-sea
73,easy,B-flat major,/tunes/take-me-out-to-the-ball-game.pdf,"('Bb', '4', 'C', '6')",68 BPM,4-Mar,Take Me Out to the Ball Game,Bbm,8,/tunes/take-me-out-to-the-ball-game
1475,easy,B-flat major,/tunes/te-voglio-bene-assaje.pdf,"('F', '4', 'F', '5')",56 BPM,8-Jun,Te voglio bene assaje,Bbm,8,/tunes/te-voglio-bene-assaje
1927,intermediate,B-flat major,/tunes/mozart-serenade-no10-thema-mit-variationen.pdf,"('D', '4', 'F', '6')",69 BPM,4-Feb,Tema con variazioni Serenade No. 10 in B-flat major,Bbm,8,/tunes/mozart-serenade-no10-thema-mit-variationen
1514,easy,B-flat major,/tunes/the-battle-cry-of-freedom.pdf,"('D', '4', 'G', '5')",112 BPM,4-Apr,The Battle Cry of Freedom,Bbm,8,/tunes/the-battle-cry-of-freedom
167,easy,B-flat major,/tunes/the-battle-hymn-of-the-republic.pdf,"('D', '5', 'D', '6')",100 BPM,4-Apr,The Battle Hymn of the Republic,Bbm,8,/tunes/the-battle-hymn-of-the-republic
1298,intermediate,B-flat major,/tunes/the-bees-wing.pdf,"('D', '4', 'Bb', '5')",120 BPM,4-Apr,The Bee's Wing,Bbm,8,/tunes/the-bees-wing
1779,intermediate,B-flat major,/tunes/the-deceitful-stranger.pdf,"('D', '4', 'F', '5')",69 BPM,8-Jun,The Deceitful Stranger,Bbm,8,/tunes/the-deceitful-stranger
1419,intermediate,B-flat major,/tunes/the-firefly-hornpipe.pdf,"('D', '4', 'Bb', '5')",132 BPM,4-Apr,The Firefly Hornpipe,Bbm,8,/tunes/the-firefly-hornpipe
2826,easy,B-flat major,/tunes/the-guard-house.pdf,"('F', '4', 'Bb', '5')",92 BPM,8-Jun,The Guard House,Bbm,8,/tunes/the-guard-house
688,easy,B-flat major,/tunes/the-holy-city.pdf,"('D', '4', 'F', '5')",80 BPM,4-Apr,The Holy City,Bbm,8,/tunes/the-holy-city
1157,intermediate,B-flat major,/tunes/the-house-of-cluny.pdf,"('F', '4', 'D', '6')",120 BPM,4-Apr,The House of Cluny,Bbm,8,/tunes/the-house-of-cluny
222,intermediate,B-flat major,/tunes/handy-the-memphis-blues.pdf,"('D', '4', 'C', '6')",76 BPM,4-Feb,The Memphis Blues,Bbm,8,/tunes/handy-the-memphis-blues
3077,easy,B-flat major,/tunes/hodson-the-poachers.pdf,"('D', '4', 'F', '5')",120 BPM,8-Jun,The New York Volunteer,Bbm,8,/tunes/hodson-the-poachers
2905,intermediate,B-flat major,/tunes/the-oloughlin.pdf,"('F', '4', 'Bb', '5')",112 BPM,4-Feb,The O'Loughlin,Bbm,8,/tunes/the-oloughlin
428,intermediate,B-flat major,/tunes/the-old-rugged-cross.pdf,"('D', '4', 'Eb', '5')",90 BPM,8-Jun,The Old Rugged Cross,Bbm,8,/tunes/the-old-rugged-cross
2859,intermediate,B-flat major,/tunes/the-shaugraun.pdf,"('D', '4', 'D', '6')",96 BPM,8-Jun,The Shaugraun,Bbm,8,/tunes/the-shaugraun
4,easy,B-flat major,/tunes/the-star-spangled-banner.pdf,"('Bb', '4', 'F', '6')",96 BPM,4-Mar,The Star-Spangled Banner,Bbm,8,/tunes/the-star-spangled-banner
2179,easy,B-flat major,/tunes/the-sweet-barrow.pdf,"('F#', '4', 'G', '5')",108 BPM,4-Mar,The Sweet Barrow,Bbm,8,/tunes/the-sweet-barrow
2810,easy,B-flat major,/tunes/the-thistle-strathspey.pdf,"('D', '4', 'Bb', '5')",100 BPM,4-Feb,The Thistle,Bbm,8,/tunes/the-thistle-strathspey
2297,easy,B-flat major,/tunes/the-zeak-waltz.pdf,"('E\xe2\x99\xae', '4', 'Eb', '5')",144 BPM,4-Apr,The Zeak Waltz,Bbm,8,/tunes/the-zeak-waltz
1034,intermediate,B-flat major,/tunes/beethoven-the-ruins-of-athens-turkish-march.pdf,"('A', '4', 'F', '6')",108 BPM,4-Feb,Turkish March The Ruins of Athens,Bbm,8,/tunes/beethoven-the-ruins-of-athens-turkish-march
932,intermediate,B-flat major,/tunes/mozart-le-nozze-di-figaro-un-moto-di-gioia-mi-sento.pdf,"('D', '4', 'Bb', '5')",56 BPM,8-Mar,Un moto di gioia mi sento The Marriage of Figaro,Bbm,8,/tunes/mozart-le-nozze-di-figaro-un-moto-di-gioia-mi-sento
493,intermediate,B-flat major,/tunes/vande-mataram.pdf,"('Bb', '4', 'C', '6')",100 BPM,4-Apr,Vande Mataram,Bbm,8,/tunes/vande-mataram
1971,intermediate,B-flat major,/tunes/quantz-sonata-no2-vivace.pdf,"('F', '4', 'D', '6')",112 BPM,4-Feb,Vivace Sonata No. 2 in B-flat major,Bbm,8,/tunes/quantz-sonata-no2-vivace
2783,intermediate,B-flat major,/tunes/telemann-partita-no1-iv-vivace.pdf,"('F', '4', 'Bb', '5')",112 BPM,4-Apr,Vivace Partita No. 1,Bbm,8,/tunes/telemann-partita-no1-iv-vivace
2879,easy,B-flat major,/tunes/wagramer-grenadiermarsch.pdf,"('C', '4', 'Bb', '5')",112 BPM,2-Feb,Wagramer-Grenadiermarsch,Bbm,8,/tunes/wagramer-grenadiermarsch
3026,easy,B-flat major,/tunes/when-this-cruel-war-is-over.pdf,"('D', '4', 'Eb', '5')",92 BPM,4-Apr,When This Cruel War Is Over,Bbm,8,/tunes/when-this-cruel-war-is-over
3038,intermediate,B-flat major,/tunes/handel-semele-whereer-you-walk.pdf,"('F', '4', 'G', '5')",96 BPM,4-Apr,Where'er You Walk Semele,Bbm,8,/tunes/handel-semele-whereer-you-walk
415,intermediate,B-flat major,/tunes/sousa-with-pleasure.pdf,"('D', '4', 'Bb', '6')",100 BPM,4-Feb,With Pleasure,Bbm,8,/tunes/sousa-with-pleasure
1407,easy,B-flat major,/tunes/wutend-walzt-sich-einst-im-bette.pdf,"('F', '4', 'Bb', '5')",136 BPM,4-Apr,WÃ_tend wÃ_lzt sich einst im Bette,Bbm,8,/tunes/wutend-walzt-sich-einst-im-bette
846,intermediate,B-flat minor,/tunes/schubert-stabat-mater-d383-bei-des-mittlers-kreuze.pdf,"('F', '4', 'Ab', '5')",120 BPM,8-Mar,Bei des Mittlers Kreuze Stabat Mater in F minor,Bbm,8,/tunes/schubert-stabat-mater-d383-bei-des-mittlers-kreuze
117,intermediate,B-flat minor,/tunes/chopin-piano-sonata-no2-funeral-march.pdf,"('G\xe2\x99\xae', '4', 'F', '6')",60 BPM,4-Apr,Funeral March Piano Sonata No. 2 in B-flat minor,Bbm,8,/tunes/chopin-piano-sonata-no2-funeral-march
397,intermediate,B-flat minor,/tunes/tchaikovsky-marche-slave.pdf,"('Eb', '4', 'Bb', '6')",90 BPM,4-Apr,Marche Slave,Bbm,8,/tunes/tchaikovsky-marche-slave
985,advanced,B-flat minor,/tunes/chopin-nocturne-op9-no1.pdf,"('C', '4', 'Gb', '6')",116 BPM,4-Jun,Nocturne,Bbm,8,/tunes/chopin-nocturne-op9-no1
795,intermediate,B-flat minor,/tunes/tchaikovsky-none-but-the-lonely-heart.pdf,"('C', '5', 'F', '6')",69 BPM,4-Apr,None but the lonely heart 6 Romances,Bbm,8,/tunes/tchaikovsky-none-but-the-lonely-heart
2563,advanced,B-flat minor,/tunes/boehm-24-etudes-op37-no12.pdf,"('C', '4', 'Bb', '6')",104 BPM,4-Apr,Study No. 12 in B-flat minor 24 Etudes,Bbm,8,/tunes/boehm-24-etudes-op37-no12
1325,advanced,B-flat minor,/tunes/berbiguier-18-exercises-no12.pdf,"('E\xe2\x99\xae', '4', 'G\xe2\x99\xae', '6')",160 BPM,8-Dec,Study No. 12 in B-flat minor 18 Exercises or Etudes for Flute,Bbm,8,/tunes/berbiguier-18-exercises-no12
2749,intermediate,B-flat minor,/tunes/boehm-24-caprice-etudes-op26-no12.pdf,"('C', '4', 'Gb', '6')",116 BPM,4-Apr,Study No. 12 in B-flat minor 24 Caprice-Etudes,Bbm,8,/tunes/boehm-24-caprice-etudes-op26-no12
2945,intermediate,B-flat minor,/tunes/andersen-24-etudes-op30-no16.pdf,"('F', '4', 'Bb', '6')",88 BPM,4-Feb,"Study No. 16 in B-flat minor 24 Etudes for Flute, Op. 30",Bbm,8,/tunes/andersen-24-etudes-op30-no16
1458,intermediate,B-flat minor,/tunes/andersen-24-etudes-op33-no16.pdf,"('D\xe2\x99\xae', '4', 'Gb', '6')",40 BPM,8-Sep,"Study No. 16 in B-flat minor 24 Etudes for Flute, Op. 33",Bbm,8,/tunes/andersen-24-etudes-op33-no16
3032,intermediate,B-flat minor,/tunes/drouet-methode-pour-la-flute-study-no24.pdf,"('D\xe2\x99\xae', '4', 'F', '6')",132 BPM,4-Mar,Study No. 24 in B-flat minor MÃ©thode pour la flÃ»te,Bbm,8,/tunes/drouet-methode-pour-la-flute-study-no24
169,intermediate,B-flat minor,/tunes/the-legend-of-zelda-theme.pdf,"('F', '4', 'Db', '6')",88 BPM,4-Apr,The Legend of Zelda Theme,Bbm,8,/tunes/the-legend-of-zelda-theme
769,intermediate,B-flat minor,/tunes/donizetti-lelisir-damore-una-furtiva-lagrima.pdf,"('F', '4', 'Ab', '5')",76 BPM,8-Jun,Una furtiva lagrima L'elisir d'amore,Bbm,8,/tunes/donizetti-lelisir-damore-una-furtiva-lagrima
573,intermediate,C major,/tunes/handel-recorder-sonata-in-c-major-a-tempo-di-gavotta.pdf,"('G', '4', 'D', '6')",69 BPM,2-Feb,A tempo di Gavotta Recorder Sonata in C major,C,1,/tunes/handel-recorder-sonata-in-c-major-a-tempo-di-gavotta
2176,intermediate,C major,/tunes/marcello-recorder-sonata-in-c-major-op2-no6-iv-a-tempo-giusto.pdf,"('G', '4', 'D', '6')",132 BPM,4-Mar,A Tempo Giusto Recorder Sonata No. 6 in C major,C,1,/tunes/marcello-recorder-sonata-in-c-major-op2-no6-iv-a-tempo-giusto
182,easy,C major,/tunes/a-tisket-a-tasket.pdf,"('C', '5', 'A', '5')",100 BPM,4-Feb,"A-Tisket, A-Tasket",C,1,/tunes/a-tisket-a-tasket
3082,intermediate,C major,/tunes/mozart-5-divertimentos-k439b-no5-i-adagio.pdf,"('G', '4', 'C', '6')",69 BPM,4-Apr,Adagio Divertimento No. 5,C,1,/tunes/mozart-5-divertimentos-k439b-no5-i-adagio
280,intermediate,C major,/tunes/bach-sonata-no3-for-solo-violin-adagio.pdf,"('C', '4', 'A', '6')",40 BPM,4-Mar,Adagio Violin Sonata No. 3,C,1,/tunes/bach-sonata-no3-for-solo-violin-adagio
2872,intermediate,C major,/tunes/mozart-5-divertimentos-k439b-no3-iii-adagio.pdf,"('B', '4', 'C', '6')",69 BPM,4-Apr,Adagio Divertimento No. 3,C,1,/tunes/mozart-5-divertimentos-k439b-no3-iii-adagio
2914,intermediate,C major,/tunes/leclair-flute-sonata-in-c-major-op1-no2-i-adagio.pdf,"('G', '4', 'D', '6')",42 BPM,4-Apr,"Adagio Flute Sonata in C major, Op. 1 No. 2",C,1,/tunes/leclair-flute-sonata-in-c-major-op1-no2-i-adagio
2147,intermediate,C major,/tunes/marcello-recorder-sonata-in-c-major-op2-no6-i-adagio.pdf,"('G', '4', 'C', '6')",48 BPM,4-Apr,Adagio Recorder Sonata No. 6 in C major,C,1,/tunes/marcello-recorder-sonata-in-c-major-op2-no6-i-adagio
2675,easy,C major,/tunes/mozart-12-horn-duos-vii-adagio.pdf,"('C', '4', 'G', '6')",66 BPM,4-Apr,Adagio 12 Horn Duos,C,1,/tunes/mozart-12-horn-duos-vii-adagio
2719,easy,C major,/tunes/mozart-5-divertimentos-k439b-no4-iv-adagio.pdf,"('G', '4', 'C', '6')",60 BPM,4-Apr,Adagio Divertimento No. 4,C,1,/tunes/mozart-5-divertimentos-k439b-no4-iv-adagio
